model,split_type,cell_line,environment,random_seed,n_train,n_valid,n_test,R2,MAE,RMSE,Pearson,Spearman,MSE,source_table,run_name
cnn(5|3),all,hela,sequence_dnase_rrbs,42,3707,655,8101,-0.0208323619051533,0.1450514646265157,0.1839724851708726,0.0131213812901945,0.0087573064006057,0.0338458752999469,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_dnase_rrbs_heldout_hela_kernel_5
cnn(5|3),all,hl60,sequence_dnase_rrbs,42,12313,2186,2076,0.0385382803066279,0.0871964387841494,0.1112729003569171,0.2858698917246319,0.3022214356635678,0.0123816583538404,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_dnase_rrbs_heldout_hl60_kernel_5
cnn(7|3),all,hct116,sequence_dnase_rrbs,42,7003,1240,4239,0.0849218615475644,0.1335736193495439,0.1642693880007465,0.3012149240567303,0.2953941211952225,0.0269844318341398,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_dnase_rrbs_heldout_hct116_kernel_7
cnn(7|3),all,hek293t,sequence_dnase_rrbs,42,12270,2144,2333,-0.3338525594738364,0.1121520646893692,0.1383574979566429,-0.1800960570799104,-0.1370613675263178,0.0191427972408224,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_dnase_rrbs_heldout_hek293t_kernel_7
cnn(7|3),all,hela,sequence_dnase_rrbs,42,3707,655,8101,-0.0127363160040268,0.1460510976134282,0.1832415058978272,0.0470921634242755,0.0431357829358898,0.0335774494837034,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_dnase_rrbs_heldout_hela_kernel_7
cnn(7|3),all,hl60,sequence_dnase_rrbs,42,12313,2186,2076,0.0509531825784771,0.087047124275245,0.1105521588759322,0.304345598048946,0.3165615888261023,0.0122217798321293,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_dnase_rrbs_heldout_hl60_kernel_7
transformer,all,hct116,sequence_dnase_rrbs,42,7003,1240,4239,0.088904569784839,0.1310411483386513,0.1639115221355469,0.2995587327285366,0.3008018892276469,0.0268669870887918,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_transformer_sequence_dnase_rrbs_heldout_hct116
transformer,all,hek293t,sequence_dnase_rrbs,42,12270,2144,2333,-0.4679560636316231,0.1148791977703775,0.145146081279116,-0.1728429909608361,-0.1529327446218272,0.0210673849106837,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_transformer_sequence_dnase_rrbs_heldout_hek293t
transformer,all,hela,sequence_dnase_rrbs,42,3707,655,8101,-0.0103307649912158,0.1431813166497328,0.1830237498785888,0.0838887236765909,0.0746079431304228,0.0334976930196202,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_transformer_sequence_dnase_rrbs_heldout_hela
transformer,all,hl60,sequence_dnase_rrbs,42,12313,2186,2076,-0.0796115521472271,0.0944056034649799,0.1179117733040384,0.1255420941863319,0.0632123910056358,0.0139031862837029,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_transformer_sequence_dnase_rrbs_heldout_hl60
linear,all,hct116,sequence_h3k4me3_rrbs,42,7003,1240,4239,0.0932085832325899,0.1318289339449189,0.1635239049253174,0.310375526552737,0.3134431018592919,0.0267400674820242,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_linear_sequence_h3k4me3_rrbs_heldout_hct116
linear,all,hek293t,sequence_h3k4me3_rrbs,42,12270,2144,2333,-0.463260259210225,0.1144711043968449,0.1449137434147021,-0.1796948363831926,-0.1427228281649059,0.0209999930304621,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_linear_sequence_h3k4me3_rrbs_heldout_hek293t
linear,all,hela,sequence_h3k4me3_rrbs,42,3707,655,8101,0.0014987674009545,0.1432776524545146,0.1819491214777371,0.1108059620184536,0.1175642131968955,0.0331054828065203,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_linear_sequence_h3k4me3_rrbs_heldout_hela
linear,all,hl60,sequence_h3k4me3_rrbs,42,12313,2186,2076,0.0220280557758205,0.0896674672290611,0.1122242230584022,0.285268635949364,0.2904477268093098,0.012594276241062,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_linear_sequence_h3k4me3_rrbs_heldout_hl60
xgboost,all,hct116,sequence_h3k4me3_rrbs,42,7003,1240,4239,0.0932195851893288,0.1319379512537529,0.1635229129174799,0.3284225686755918,0.3277659853045805,0.0267397430490177,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_xgboost_sequence_h3k4me3_rrbs_heldout_hct116
xgboost,all,hek293t,sequence_h3k4me3_rrbs,42,12270,2144,2333,-0.4428235793720381,0.1138759193438166,0.1438982134438359,-0.1958059283433889,-0.153913715265186,0.0207066958323277,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_xgboost_sequence_h3k4me3_rrbs_heldout_hek293t
xgboost,all,hela,sequence_h3k4me3_rrbs,42,3707,655,8101,-0.0046657189765086,0.1434204971231277,0.1825099104961437,0.0980804891062613,0.103979254169886,0.0333098674293103,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_xgboost_sequence_h3k4me3_rrbs_heldout_hela
xgboost,all,hl60,sequence_h3k4me3_rrbs,42,12313,2186,2076,-0.0058040291645315,0.0907317769107173,0.1138099139302669,0.2230241017311008,0.2151196380872982,0.0129526965088147,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_xgboost_sequence_h3k4me3_rrbs_heldout_hl60
mlp,all,hct116,sequence_h3k4me3_rrbs,42,7003,1240,4239,0.0803337892349449,0.1293818801605968,0.1646806848338725,0.3050182490962774,0.311343360304066,0.0271197279573532,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_mlp_sequence_h3k4me3_rrbs_heldout_hct116
mlp,all,hek293t,sequence_h3k4me3_rrbs,42,12270,2144,2333,-0.3946197074968551,0.1125711128738398,0.1414740171303744,-0.1659524550391035,-0.1414552823004873,0.0200148975230054,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_mlp_sequence_h3k4me3_rrbs_heldout_hek293t
mlp,all,hela,sequence_h3k4me3_rrbs,42,3707,655,8101,0.0021353422087269,0.1424108670812642,0.1818911131901668,0.1314019403148972,0.1343572134905382,0.033084377057558,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_mlp_sequence_h3k4me3_rrbs_heldout_hela
mlp,all,hl60,sequence_h3k4me3_rrbs,42,12313,2186,2076,0.0450997882905929,0.087822603974276,0.1108925586579848,0.26927126069586,0.27320274625498,0.0122971595657146,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_mlp_sequence_h3k4me3_rrbs_heldout_hl60
cnn(3|3),all,hct116,sequence_h3k4me3_rrbs,42,7003,1240,4239,0.0436923716117737,0.1340302570188115,0.1679292541910212,0.2147917721508424,0.2353096356101982,0.0282002344131526,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_h3k4me3_rrbs_heldout_hct116_kernel_3
cnn(3|3),all,hek293t,sequence_h3k4me3_rrbs,42,12270,2144,2333,-0.2605706137912371,0.1084095603370048,0.134503125336356,-0.1147117162639313,-0.0761352990953646,0.0180910907252474,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_h3k4me3_rrbs_heldout_hek293t_kernel_3
cnn(3|3),all,hela,sequence_h3k4me3_rrbs,42,3707,655,8101,-0.0230454449625139,0.1445248091376986,0.1841717960365885,-0.0060494438512949,-0.0077091930097491,0.0339192504553427,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_h3k4me3_rrbs_heldout_hela_kernel_3
cnn(3|3),all,hl60,sequence_h3k4me3_rrbs,42,12313,2186,2076,-0.0364689442941377,0.0908263350571353,0.115531804405439,0.1589605976904488,0.1704377211726011,0.0133475978291766,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_h3k4me3_rrbs_heldout_hl60_kernel_3
cnn(5|3),all,hct116,sequence_h3k4me3_rrbs,42,7003,1240,4239,0.0674224261913875,0.1320837237736722,0.1658326469818081,0.2663102028141644,0.2733033817764569,0.027500466804993,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_h3k4me3_rrbs_heldout_hct116_kernel_5
cnn(5|3),all,hek293t,sequence_h3k4me3_rrbs,42,12270,2144,2333,-0.3788577673690081,0.1103403120961533,0.1406722783447357,-0.1224551113917291,-0.1031100311250464,0.0197886898946988,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_h3k4me3_rrbs_heldout_hek293t_kernel_5
cnn(5|3),all,hela,sequence_h3k4me3_rrbs,42,3707,655,8101,-0.0268947773351624,0.1432527036174641,0.1845179550684491,0.0463608529390896,0.0433749486019012,0.0340468757426421,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_h3k4me3_rrbs_heldout_hela_kernel_5
cnn(5|3),all,hl60,sequence_h3k4me3_rrbs,42,12313,2186,2076,-0.044971432646838,0.0903041824126016,0.1160047088280838,0.2334240338674357,0.2274701141505656,0.0134570924702885,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_h3k4me3_rrbs_heldout_hl60_kernel_5
cnn(7|3),all,hct116,sequence_h3k4me3_rrbs,42,7003,1240,4239,0.0760884195126622,0.131537395076606,0.1650603472642658,0.2800564154047085,0.2924670747016665,0.027244918239,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_h3k4me3_rrbs_heldout_hct116_kernel_7
cnn(7|3),all,hek293t,sequence_h3k4me3_rrbs,42,12270,2144,2333,-0.4659423513277054,0.1159529938760536,0.1450464928913662,-0.1681672942546855,-0.1503318517396782,0.0210384851000851,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_h3k4me3_rrbs_heldout_hek293t_kernel_7
cnn(7|3),all,hela,sequence_h3k4me3_rrbs,42,3707,655,8101,-0.0346839021451204,0.1436884710931908,0.1852164289054521,0.0502594312429032,0.0432731659897869,0.0343051255364884,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_h3k4me3_rrbs_heldout_hela_kernel_7
cnn(7|3),all,hl60,sequence_h3k4me3_rrbs,42,12313,2186,2076,-0.0010680724880258,0.0904648546927998,0.1135416535184649,0.2992516413747343,0.3087810249187613,0.0128917070837071,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_h3k4me3_rrbs_heldout_hl60_kernel_7
transformer,all,hct116,sequence_h3k4me3_rrbs,42,7003,1240,4239,0.0778576236351911,0.1331474332173265,0.1649022339840708,0.3108623881658033,0.3160015883602139,0.0271927467729372,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_transformer_sequence_h3k4me3_rrbs_heldout_hct116
transformer,all,hek293t,sequence_h3k4me3_rrbs,42,12270,2144,2333,-0.5243058463006673,0.1203578777668739,0.1479056771509295,-0.1723932984868522,-0.1296240010752889,0.021876089333475,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_transformer_sequence_h3k4me3_rrbs_heldout_hek293t
transformer,all,hela,sequence_h3k4me3_rrbs,42,3707,655,8101,-0.0083552290678383,0.1441467450705153,0.1828447258767709,0.0695382894863935,0.0651497646403631,0.0334321937809515,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_transformer_sequence_h3k4me3_rrbs_heldout_hela
transformer,all,hl60,sequence_h3k4me3_rrbs,42,12313,2186,2076,-0.018258863674329,0.0914630029675315,0.1145123979138906,0.1606912186043562,0.095498375727436,0.0131130892759892,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_transformer_sequence_h3k4me3_rrbs_heldout_hl60
linear,all,hct116,sequence_ctcf_dnase_h3k4me3,42,7003,1240,4239,-1.2346487394492056e+19,20704880.522892237,603391597.0379678,0.0247898515711852,0.2963264481811418,3.640814193760293e+17,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_linear_sequence_ctcf_dnase_h3k4me3_heldout_hct116
linear,all,hek293t,sequence_ctcf_dnase_h3k4me3,42,12270,2144,2333,-0.4472608682889312,0.113631562518139,0.1441193173204602,-0.1683815732560419,-0.1266007347836088,0.0207703776249155,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_linear_sequence_ctcf_dnase_h3k4me3_heldout_hek293t
linear,all,hela,sequence_ctcf_dnase_h3k4me3,42,3707,655,8101,0.0130473558483819,0.1434089010729641,0.1808938565540294,0.139355564252011,0.1383156681014564,0.0327225873389897,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_linear_sequence_ctcf_dnase_h3k4me3_heldout_hela
linear,all,hl60,sequence_ctcf_dnase_h3k4me3,42,12313,2186,2076,0.0383033960727199,0.0880072042731745,0.1112864914616638,0.2799513830788213,0.2785760898205173,0.0123846831818469,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_linear_sequence_ctcf_dnase_h3k4me3_heldout_hl60
xgboost,all,hct116,sequence_ctcf_dnase_h3k4me3,42,7003,1240,4239,0.0964582501093831,0.1316983351682649,0.1632306317671845,0.3178916083896137,0.3212382310265287,0.0266442391471141,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_xgboost_sequence_ctcf_dnase_h3k4me3_heldout_hct116
xgboost,all,hek293t,sequence_ctcf_dnase_h3k4me3,42,12270,2144,2333,-0.442169842102593,0.1139232681858989,0.1438656099139385,-0.185448692270556,-0.1443536251921644,0.0206973137159095,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_xgboost_sequence_ctcf_dnase_h3k4me3_heldout_hek293t
xgboost,all,hela,sequence_ctcf_dnase_h3k4me3,42,3707,655,8101,-0.00224733002927,0.14400912198694,0.1822901130650492,0.0889409961039103,0.0863105134756783,0.0332296853212684,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_xgboost_sequence_ctcf_dnase_h3k4me3_heldout_hela
xgboost,all,hl60,sequence_ctcf_dnase_h3k4me3,42,12313,2186,2076,-0.0320846596434989,0.0912688133891793,0.1152871945174858,0.1729119709487148,0.1533713546039581,0.0132911372197126,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_xgboost_sequence_ctcf_dnase_h3k4me3_heldout_hl60
mlp,all,hct116,sequence_ctcf_dnase_h3k4me3,42,7003,1240,4239,0.0763097219796454,0.1338343230071616,0.165040577813126,0.2844158944233233,0.2887926754399292,0.0272383923248905,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_mlp_sequence_ctcf_dnase_h3k4me3_heldout_hct116
mlp,all,hek293t,sequence_ctcf_dnase_h3k4me3,42,12270,2144,2333,-0.3351873949103574,0.1108421269154349,0.1384267103699001,-0.1514043432665053,-0.1289667724536048,0.0191619541438322,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_mlp_sequence_ctcf_dnase_h3k4me3_heldout_hek293t
mlp,all,hela,sequence_ctcf_dnase_h3k4me3,42,3707,655,8101,0.0030477898305962,0.1438150534905441,0.1818079335377007,0.1055296632697948,0.1074445666800657,0.0330541246972489,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_mlp_sequence_ctcf_dnase_h3k4me3_heldout_hela
mlp,all,hl60,sequence_ctcf_dnase_h3k4me3,42,12313,2186,2076,-0.0252362975105697,0.0900321528216849,0.114904065800488,0.1475322809264428,0.1526099385680145,0.0132029443374828,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_mlp_sequence_ctcf_dnase_h3k4me3_heldout_hl60
cnn(3|3),all,hct116,sequence_ctcf_dnase_h3k4me3,42,7003,1240,4239,0.0412892124301426,0.1349086297601364,0.1681401212292792,0.2066454726015766,0.1949033904495677,0.0282711003669967,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_ctcf_dnase_h3k4me3_heldout_hct116_kernel_3
cnn(3|3),all,hek293t,sequence_ctcf_dnase_h3k4me3,42,12270,2144,2333,-0.2309741852895437,0.1065351207749786,0.1329147746120026,-0.1280273852931303,-0.0806856997474407,0.0176663373101594,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_ctcf_dnase_h3k4me3_heldout_hek293t_kernel_3
cnn(3|3),all,hela,sequence_ctcf_dnase_h3k4me3,42,3707,655,8101,-0.0370309198589435,0.1459777411797683,0.185426377084863,-0.0566075978002086,-0.0447107061779625,0.0343829413188178,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_ctcf_dnase_h3k4me3_heldout_hela_kernel_3
cnn(3|3),all,hl60,sequence_ctcf_dnase_h3k4me3,42,12313,2186,2076,-0.0036728120274953,0.0890304461769357,0.1136892730021761,0.151259961831896,0.1280238246470394,0.0129252507957633,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_ctcf_dnase_h3k4me3_heldout_hl60_kernel_3
cnn(5|3),all,hct116,sequence_ctcf_dnase_h3k4me3,42,7003,1240,4239,0.0751789586251135,0.1319539784034931,0.1651415666197011,0.2761540099452163,0.2856115219133271,0.0272717370256091,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_ctcf_dnase_h3k4me3_heldout_hct116_kernel_5
cnn(5|3),all,hek293t,sequence_ctcf_dnase_h3k4me3,42,12270,2144,2333,-0.4173102473211334,0.1133341867982881,0.1426202685925169,-0.123129996273705,-0.0997597383985326,0.0203405410134016,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_ctcf_dnase_h3k4me3_heldout_hek293t_kernel_5
cnn(5|3),all,hela,sequence_ctcf_dnase_h3k4me3,42,3707,655,8101,-0.0221389756025207,0.1454918372471559,0.184090185249922,0.017830914891457,0.0147972290609629,0.0338891963053505,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_ctcf_dnase_h3k4me3_heldout_hela_kernel_5
cnn(5|3),all,hl60,sequence_ctcf_dnase_h3k4me3,42,12313,2186,2076,0.0031309262294436,0.0877713814336512,0.1133032769944843,0.2020358046383728,0.2313831126953646,0.0128376325776888,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_ctcf_dnase_h3k4me3_heldout_hl60_kernel_5
cnn(7|3),all,hct116,sequence_ctcf_dnase_h3k4me3,42,7003,1240,4239,0.0708900626904793,0.1344414062272149,0.1655240491200924,0.2795141489882937,0.2846408225630734,0.0273982108371107,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_ctcf_dnase_h3k4me3_heldout_hct116_kernel_7
cnn(7|3),all,hek293t,sequence_ctcf_dnase_h3k4me3,42,12270,2144,2333,-0.3849125221166556,0.1126098540247099,0.1409807957240677,-0.1608562931449232,-0.1444580517338145,0.0198755847629913,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_ctcf_dnase_h3k4me3_heldout_hek293t_kernel_7
cnn(7|3),all,hela,sequence_ctcf_dnase_h3k4me3,42,3707,655,8101,-0.0227338361424802,0.1448914437162599,0.1841437455100661,0.0391281848965174,0.0358776242217933,0.033908919010476,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_ctcf_dnase_h3k4me3_heldout_hela_kernel_7
cnn(7|3),all,hl60,sequence_ctcf_dnase_h3k4me3,42,12313,2186,2076,0.0519951883658189,0.0854952132270127,0.1104914518462782,0.2580514213871214,0.2731540593792033,0.0122083609310984,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_ctcf_dnase_h3k4me3_heldout_hl60_kernel_7
