run_name,model,split_type,cell_line,cell_lines,environment,random_seed,sequence_kernel,input_shape_train,input_shape_valid,input_shape_test,R2
all_cnn_sequence_ctcf_dnase_h3k4me3_heldout_hela_kernel_3,cnn(3|3),all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_dnase_h3k4me3,42,3,"[7350, 23, 8]","[1298, 23, 8]","[8101, 23, 8]",0.0772730433419509
all_cnn_sequence_ctcf_dnase_h3k4me3_heldout_hl60_kernel_3,cnn(3|3),all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_dnase_h3k4me3,42,3,"[12472, 23, 8]","[2201, 23, 8]","[2076, 23, 8]",-0.0193189316964892
all_cnn_sequence_ctcf_dnase_h3k4me3_heldout_hct116_kernel_5,cnn(5|3),all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_dnase_h3k4me3,42,5,"[10633, 23, 8]","[1877, 23, 8]","[4239, 23, 8]",0.1683583612739403
all_cnn_sequence_ctcf_dnase_h3k4me3_heldout_hek293t_kernel_5,cnn(5|3),all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_dnase_h3k4me3,42,5,"[12253, 23, 8]","[2163, 23, 8]","[2333, 23, 8]",-0.6560149748166924
all_cnn_sequence_ctcf_dnase_h3k4me3_heldout_hela_kernel_5,cnn(5|3),all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_dnase_h3k4me3,42,5,"[7350, 23, 8]","[1298, 23, 8]","[8101, 23, 8]",0.1019741572844379
all_cnn_sequence_ctcf_dnase_h3k4me3_heldout_hl60_kernel_5,cnn(5|3),all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_dnase_h3k4me3,42,5,"[12472, 23, 8]","[2201, 23, 8]","[2076, 23, 8]",0.0184498693891468
all_cnn_sequence_ctcf_dnase_h3k4me3_heldout_hct116_kernel_7,cnn(7|3),all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_dnase_h3k4me3,42,7,"[10633, 23, 8]","[1877, 23, 8]","[4239, 23, 8]",0.2005834057890738
all_cnn_sequence_ctcf_dnase_h3k4me3_heldout_hek293t_kernel_7,cnn(7|3),all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_dnase_h3k4me3,42,7,"[12253, 23, 8]","[2163, 23, 8]","[2333, 23, 8]",-0.788312389760419
all_cnn_sequence_ctcf_dnase_h3k4me3_heldout_hela_kernel_7,cnn(7|3),all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_dnase_h3k4me3,42,7,"[7350, 23, 8]","[1298, 23, 8]","[8101, 23, 8]",0.156982303641021
all_cnn_sequence_ctcf_dnase_h3k4me3_heldout_hl60_kernel_7,cnn(7|3),all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_dnase_h3k4me3,42,7,"[12472, 23, 8]","[2201, 23, 8]","[2076, 23, 8]",-0.5699367692135144
all_transformer_sequence_ctcf_dnase_h3k4me3_heldout_hct116,transformer,all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_dnase_h3k4me3,42,3,"[10633, 23, 8]","[1877, 23, 8]","[4239, 23, 8]",0.1445361617439911
all_transformer_sequence_ctcf_dnase_h3k4me3_heldout_hek293t,transformer,all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_dnase_h3k4me3,42,3,"[12253, 23, 8]","[2163, 23, 8]","[2333, 23, 8]",-0.4166623439806236
all_transformer_sequence_ctcf_dnase_h3k4me3_heldout_hela,transformer,all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_dnase_h3k4me3,42,3,"[7350, 23, 8]","[1298, 23, 8]","[8101, 23, 8]",0.0927412865847376
all_transformer_sequence_ctcf_dnase_h3k4me3_heldout_hl60,transformer,all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_dnase_h3k4me3,42,3,"[12472, 23, 8]","[2201, 23, 8]","[2076, 23, 8]",-0.0292869173918715
all_linear_sequence_ctcf_dnase_rrbs_heldout_hct116,linear,all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_dnase_rrbs,42,3,"[10633, 184]","[1877, 184]","[4239, 184]",-6.8361823778354495e+19
all_linear_sequence_ctcf_dnase_rrbs_heldout_hek293t,linear,all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_dnase_rrbs,42,3,"[12253, 184]","[2163, 184]","[2333, 184]",-0.4327638824809487
all_linear_sequence_ctcf_dnase_rrbs_heldout_hela,linear,all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_dnase_rrbs,42,3,"[7350, 184]","[1298, 184]","[8101, 184]",0.0886067846809535
all_linear_sequence_ctcf_dnase_rrbs_heldout_hl60,linear,all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_dnase_rrbs,42,3,"[12472, 184]","[2201, 184]","[2076, 184]",0.0242132175632432
all_xgboost_sequence_ctcf_dnase_rrbs_heldout_hct116,xgboost,all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_dnase_rrbs,42,3,"[10633, 184]","[1877, 184]","[4239, 184]",0.2125286246169874
all_xgboost_sequence_ctcf_dnase_rrbs_heldout_hek293t,xgboost,all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_dnase_rrbs,42,3,"[12253, 184]","[2163, 184]","[2333, 184]",-0.4734202024908922
all_xgboost_sequence_ctcf_dnase_rrbs_heldout_hela,xgboost,all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_dnase_rrbs,42,3,"[7350, 184]","[1298, 184]","[8101, 184]",0.1454558450419275
all_xgboost_sequence_ctcf_dnase_rrbs_heldout_hl60,xgboost,all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_dnase_rrbs,42,3,"[12472, 184]","[2201, 184]","[2076, 184]",-0.0485381583061259
all_mlp_sequence_ctcf_dnase_rrbs_heldout_hct116,mlp,all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_dnase_rrbs,42,3,"[10633, 184]","[1877, 184]","[4239, 184]",0.1101760549910315
all_mlp_sequence_ctcf_dnase_rrbs_heldout_hek293t,mlp,all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_dnase_rrbs,42,3,"[12253, 184]","[2163, 184]","[2333, 184]",-0.6367554567524474
all_mlp_sequence_ctcf_dnase_rrbs_heldout_hela,mlp,all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_dnase_rrbs,42,3,"[7350, 184]","[1298, 184]","[8101, 184]",0.0867900914803236
all_mlp_sequence_ctcf_dnase_rrbs_heldout_hl60,mlp,all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_dnase_rrbs,42,3,"[12472, 184]","[2201, 184]","[2076, 184]",-0.3389834971936587
all_cnn_sequence_ctcf_dnase_rrbs_heldout_hct116_kernel_3,cnn(3|3),all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_dnase_rrbs,42,3,"[10633, 23, 8]","[1877, 23, 8]","[4239, 23, 8]",0.1026139684320289
all_cnn_sequence_ctcf_dnase_rrbs_heldout_hek293t_kernel_3,cnn(3|3),all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_dnase_rrbs,42,3,"[12253, 23, 8]","[2163, 23, 8]","[2333, 23, 8]",-0.3034933140451687
all_cnn_sequence_ctcf_dnase_rrbs_heldout_hela_kernel_3,cnn(3|3),all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_dnase_rrbs,42,3,"[7350, 23, 8]","[1298, 23, 8]","[8101, 23, 8]",0.079967395686195
all_cnn_sequence_ctcf_dnase_rrbs_heldout_hl60_kernel_3,cnn(3|3),all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_dnase_rrbs,42,3,"[12472, 23, 8]","[2201, 23, 8]","[2076, 23, 8]",-0.105587081131756
all_cnn_sequence_ctcf_dnase_rrbs_heldout_hct116_kernel_5,cnn(5|3),all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_dnase_rrbs,42,5,"[10633, 23, 8]","[1877, 23, 8]","[4239, 23, 8]",0.153297963050371
all_cnn_sequence_ctcf_dnase_rrbs_heldout_hek293t_kernel_5,cnn(5|3),all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_dnase_rrbs,42,5,"[12253, 23, 8]","[2163, 23, 8]","[2333, 23, 8]",-0.5870700930927479
all_cnn_sequence_ctcf_dnase_rrbs_heldout_hela_kernel_5,cnn(5|3),all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_dnase_rrbs,42,5,"[7350, 23, 8]","[1298, 23, 8]","[8101, 23, 8]",0.1141120055423744
all_cnn_sequence_ctcf_dnase_rrbs_heldout_hl60_kernel_5,cnn(5|3),all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_dnase_rrbs,42,5,"[12472, 23, 8]","[2201, 23, 8]","[2076, 23, 8]",0.0391645615475119
all_cnn_sequence_ctcf_dnase_rrbs_heldout_hct116_kernel_7,cnn(7|3),all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_dnase_rrbs,42,7,"[10633, 23, 8]","[1877, 23, 8]","[4239, 23, 8]",0.1182803949860576
all_cnn_sequence_ctcf_dnase_rrbs_heldout_hek293t_kernel_7,cnn(7|3),all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_dnase_rrbs,42,7,"[12253, 23, 8]","[2163, 23, 8]","[2333, 23, 8]",-0.9207981006190632
all_cnn_sequence_ctcf_dnase_rrbs_heldout_hela_kernel_7,cnn(7|3),all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_dnase_rrbs,42,7,"[7350, 23, 8]","[1298, 23, 8]","[8101, 23, 8]",0.1592045078648344
all_cnn_sequence_ctcf_dnase_rrbs_heldout_hl60_kernel_7,cnn(7|3),all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_dnase_rrbs,42,7,"[12472, 23, 8]","[2201, 23, 8]","[2076, 23, 8]",-0.2033337602280389
all_transformer_sequence_ctcf_dnase_rrbs_heldout_hct116,transformer,all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_dnase_rrbs,42,3,"[10633, 23, 8]","[1877, 23, 8]","[4239, 23, 8]",0.1213571894269524
all_transformer_sequence_ctcf_dnase_rrbs_heldout_hek293t,transformer,all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_dnase_rrbs,42,3,"[12253, 23, 8]","[2163, 23, 8]","[2333, 23, 8]",-0.3824821851946411
all_transformer_sequence_ctcf_dnase_rrbs_heldout_hela,transformer,all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_dnase_rrbs,42,3,"[7350, 23, 8]","[1298, 23, 8]","[8101, 23, 8]",0.0834232575809578
all_transformer_sequence_ctcf_dnase_rrbs_heldout_hl60,transformer,all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_dnase_rrbs,42,3,"[12472, 23, 8]","[2201, 23, 8]","[2076, 23, 8]",-0.2161552292247972
all_linear_sequence_ctcf_h3k4me3_rrbs_heldout_hct116,linear,all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_h3k4me3_rrbs,42,3,"[10633, 184]","[1877, 184]","[4239, 184]",0.1116475286205782
all_linear_sequence_ctcf_h3k4me3_rrbs_heldout_hek293t,linear,all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_h3k4me3_rrbs,42,3,"[12253, 184]","[2163, 184]","[2333, 184]",-0.4460357112042721
all_linear_sequence_ctcf_h3k4me3_rrbs_heldout_hela,linear,all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_h3k4me3_rrbs,42,3,"[7350, 184]","[1298, 184]","[8101, 184]",0.0890898801602123
all_linear_sequence_ctcf_h3k4me3_rrbs_heldout_hl60,linear,all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_h3k4me3_rrbs,42,3,"[12472, 184]","[2201, 184]","[2076, 184]",0.027154673459287
all_xgboost_sequence_ctcf_h3k4me3_rrbs_heldout_hct116,xgboost,all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_h3k4me3_rrbs,42,3,"[10633, 184]","[1877, 184]","[4239, 184]",0.2429091923549878
all_xgboost_sequence_ctcf_h3k4me3_rrbs_heldout_hek293t,xgboost,all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_h3k4me3_rrbs,42,3,"[12253, 184]","[2163, 184]","[2333, 184]",-0.4846832098780052
all_xgboost_sequence_ctcf_h3k4me3_rrbs_heldout_hela,xgboost,all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_h3k4me3_rrbs,42,3,"[7350, 184]","[1298, 184]","[8101, 184]",0.1487485466798249
all_xgboost_sequence_ctcf_h3k4me3_rrbs_heldout_hl60,xgboost,all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_h3k4me3_rrbs,42,3,"[12472, 184]","[2201, 184]","[2076, 184]",-0.0414715278848341
all_mlp_sequence_ctcf_h3k4me3_rrbs_heldout_hct116,mlp,all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_h3k4me3_rrbs,42,3,"[10633, 184]","[1877, 184]","[4239, 184]",0.1192784164314157
all_mlp_sequence_ctcf_h3k4me3_rrbs_heldout_hek293t,mlp,all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_h3k4me3_rrbs,42,3,"[12253, 184]","[2163, 184]","[2333, 184]",-0.9003146484597204
all_mlp_sequence_ctcf_h3k4me3_rrbs_heldout_hela,mlp,all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_h3k4me3_rrbs,42,3,"[7350, 184]","[1298, 184]","[8101, 184]",0.1012704852300119
all_mlp_sequence_ctcf_h3k4me3_rrbs_heldout_hl60,mlp,all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_h3k4me3_rrbs,42,3,"[12472, 184]","[2201, 184]","[2076, 184]",-0.4302972703998058
all_cnn_sequence_ctcf_h3k4me3_rrbs_heldout_hct116_kernel_3,cnn(3|3),all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_h3k4me3_rrbs,42,3,"[10633, 23, 8]","[1877, 23, 8]","[4239, 23, 8]",0.1010080986091719
all_cnn_sequence_ctcf_h3k4me3_rrbs_heldout_hek293t_kernel_3,cnn(3|3),all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_h3k4me3_rrbs,42,3,"[12253, 23, 8]","[2163, 23, 8]","[2333, 23, 8]",-0.3012918709466377
all_cnn_sequence_ctcf_h3k4me3_rrbs_heldout_hela_kernel_3,cnn(3|3),all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_h3k4me3_rrbs,42,3,"[7350, 23, 8]","[1298, 23, 8]","[8101, 23, 8]",0.0746756288871346
all_cnn_sequence_ctcf_h3k4me3_rrbs_heldout_hl60_kernel_3,cnn(3|3),all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_h3k4me3_rrbs,42,3,"[12472, 23, 8]","[2201, 23, 8]","[2076, 23, 8]",-0.0493868130279417
all_cnn_sequence_ctcf_h3k4me3_rrbs_heldout_hct116_kernel_5,cnn(5|3),all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_h3k4me3_rrbs,42,5,"[10633, 23, 8]","[1877, 23, 8]","[4239, 23, 8]",0.1681858344082992
all_cnn_sequence_ctcf_h3k4me3_rrbs_heldout_hek293t_kernel_5,cnn(5|3),all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_h3k4me3_rrbs,42,5,"[12253, 23, 8]","[2163, 23, 8]","[2333, 23, 8]",-0.6669807598230573
all_cnn_sequence_ctcf_h3k4me3_rrbs_heldout_hela_kernel_5,cnn(5|3),all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_h3k4me3_rrbs,42,5,"[7350, 23, 8]","[1298, 23, 8]","[8101, 23, 8]",0.1162412879447959
all_cnn_sequence_ctcf_h3k4me3_rrbs_heldout_hl60_kernel_5,cnn(5|3),all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_h3k4me3_rrbs,42,5,"[12472, 23, 8]","[2201, 23, 8]","[2076, 23, 8]",-0.3886201242171077
all_cnn_sequence_ctcf_h3k4me3_rrbs_heldout_hct116_kernel_7,cnn(7|3),all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_h3k4me3_rrbs,42,7,"[10633, 23, 8]","[1877, 23, 8]","[4239, 23, 8]",0.16628858367567
all_cnn_sequence_ctcf_h3k4me3_rrbs_heldout_hek293t_kernel_7,cnn(7|3),all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_h3k4me3_rrbs,42,7,"[12253, 23, 8]","[2163, 23, 8]","[2333, 23, 8]",-0.6729785388176495
all_cnn_sequence_ctcf_h3k4me3_rrbs_heldout_hela_kernel_7,cnn(7|3),all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_h3k4me3_rrbs,42,7,"[7350, 23, 8]","[1298, 23, 8]","[8101, 23, 8]",0.13712488579397
all_cnn_sequence_ctcf_h3k4me3_rrbs_heldout_hl60_kernel_7,cnn(7|3),all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_h3k4me3_rrbs,42,7,"[12472, 23, 8]","[2201, 23, 8]","[2076, 23, 8]",-0.3871356526799945
all_transformer_sequence_ctcf_h3k4me3_rrbs_heldout_hct116,transformer,all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_h3k4me3_rrbs,42,3,"[10633, 23, 8]","[1877, 23, 8]","[4239, 23, 8]",0.1284148774330027
all_transformer_sequence_ctcf_h3k4me3_rrbs_heldout_hek293t,transformer,all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_h3k4me3_rrbs,42,3,"[12253, 23, 8]","[2163, 23, 8]","[2333, 23, 8]",-0.3812208942354735
all_transformer_sequence_ctcf_h3k4me3_rrbs_heldout_hela,transformer,all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_h3k4me3_rrbs,42,3,"[7350, 23, 8]","[1298, 23, 8]","[8101, 23, 8]",0.0936057472068878
all_transformer_sequence_ctcf_h3k4me3_rrbs_heldout_hl60,transformer,all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf_h3k4me3_rrbs,42,3,"[12472, 23, 8]","[2201, 23, 8]","[2076, 23, 8]",-0.0475530631108249
all_linear_sequence_dnase_h3k4me3_rrbs_heldout_hct116,linear,all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase_h3k4me3_rrbs,42,3,"[10633, 184]","[1877, 184]","[4239, 184]",-3.195029040775266e+19
all_linear_sequence_dnase_h3k4me3_rrbs_heldout_hek293t,linear,all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase_h3k4me3_rrbs,42,3,"[12253, 184]","[2163, 184]","[2333, 184]",-0.4589177067307901
all_linear_sequence_dnase_h3k4me3_rrbs_heldout_hela,linear,all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase_h3k4me3_rrbs,42,3,"[7350, 184]","[1298, 184]","[8101, 184]",0.0873763010496538
all_linear_sequence_dnase_h3k4me3_rrbs_heldout_hl60,linear,all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase_h3k4me3_rrbs,42,3,"[12472, 184]","[2201, 184]","[2076, 184]",0.016799256047399
all_xgboost_sequence_dnase_h3k4me3_rrbs_heldout_hct116,xgboost,all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase_h3k4me3_rrbs,42,3,"[10633, 184]","[1877, 184]","[4239, 184]",0.2416527205917276
all_xgboost_sequence_dnase_h3k4me3_rrbs_heldout_hek293t,xgboost,all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase_h3k4me3_rrbs,42,3,"[12253, 184]","[2163, 184]","[2333, 184]",-0.5062085839873032
all_xgboost_sequence_dnase_h3k4me3_rrbs_heldout_hela,xgboost,all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase_h3k4me3_rrbs,42,3,"[7350, 184]","[1298, 184]","[8101, 184]",0.1503969178135646
all_xgboost_sequence_dnase_h3k4me3_rrbs_heldout_hl60,xgboost,all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase_h3k4me3_rrbs,42,3,"[12472, 184]","[2201, 184]","[2076, 184]",-0.0616898797887974
all_mlp_sequence_dnase_h3k4me3_rrbs_heldout_hct116,mlp,all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase_h3k4me3_rrbs,42,3,"[10633, 184]","[1877, 184]","[4239, 184]",0.1184851390120529
all_mlp_sequence_dnase_h3k4me3_rrbs_heldout_hek293t,mlp,all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase_h3k4me3_rrbs,42,3,"[12253, 184]","[2163, 184]","[2333, 184]",-0.5934964666029563
all_mlp_sequence_dnase_h3k4me3_rrbs_heldout_hela,mlp,all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase_h3k4me3_rrbs,42,3,"[7350, 184]","[1298, 184]","[8101, 184]",0.1002233046612662
all_mlp_sequence_dnase_h3k4me3_rrbs_heldout_hl60,mlp,all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase_h3k4me3_rrbs,42,3,"[12472, 184]","[2201, 184]","[2076, 184]",-0.4092413429999253
all_cnn_sequence_dnase_h3k4me3_rrbs_heldout_hct116_kernel_3,cnn(3|3),all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase_h3k4me3_rrbs,42,3,"[10633, 23, 8]","[1877, 23, 8]","[4239, 23, 8]",0.0947743039987059
all_cnn_sequence_dnase_h3k4me3_rrbs_heldout_hek293t_kernel_3,cnn(3|3),all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase_h3k4me3_rrbs,42,3,"[12253, 23, 8]","[2163, 23, 8]","[2333, 23, 8]",-0.2893436322294989
all_cnn_sequence_dnase_h3k4me3_rrbs_heldout_hela_kernel_3,cnn(3|3),all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase_h3k4me3_rrbs,42,3,"[7350, 23, 8]","[1298, 23, 8]","[8101, 23, 8]",0.0737411155951165
all_cnn_sequence_dnase_h3k4me3_rrbs_heldout_hl60_kernel_3,cnn(3|3),all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase_h3k4me3_rrbs,42,3,"[12472, 23, 8]","[2201, 23, 8]","[2076, 23, 8]",-0.0788306671332292
all_cnn_sequence_dnase_h3k4me3_rrbs_heldout_hct116_kernel_5,cnn(5|3),all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase_h3k4me3_rrbs,42,5,"[10633, 23, 8]","[1877, 23, 8]","[4239, 23, 8]",0.1896762672899086
all_cnn_sequence_dnase_h3k4me3_rrbs_heldout_hek293t_kernel_5,cnn(5|3),all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase_h3k4me3_rrbs,42,5,"[12253, 23, 8]","[2163, 23, 8]","[2333, 23, 8]",-0.678239616355983
all_cnn_sequence_dnase_h3k4me3_rrbs_heldout_hela_kernel_5,cnn(5|3),all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase_h3k4me3_rrbs,42,5,"[7350, 23, 8]","[1298, 23, 8]","[8101, 23, 8]",0.1111086425892569
all_cnn_sequence_dnase_h3k4me3_rrbs_heldout_hl60_kernel_5,cnn(5|3),all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase_h3k4me3_rrbs,42,5,"[12472, 23, 8]","[2201, 23, 8]","[2076, 23, 8]",-0.1891612386494454
all_cnn_sequence_dnase_h3k4me3_rrbs_heldout_hct116_kernel_7,cnn(7|3),all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase_h3k4me3_rrbs,42,7,"[10633, 23, 8]","[1877, 23, 8]","[4239, 23, 8]",0.1582148458530929
all_cnn_sequence_dnase_h3k4me3_rrbs_heldout_hek293t_kernel_7,cnn(7|3),all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase_h3k4me3_rrbs,42,7,"[12253, 23, 8]","[2163, 23, 8]","[2333, 23, 8]",-0.798169344788306
all_cnn_sequence_dnase_h3k4me3_rrbs_heldout_hela_kernel_7,cnn(7|3),all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase_h3k4me3_rrbs,42,7,"[7350, 23, 8]","[1298, 23, 8]","[8101, 23, 8]",0.1329441422270896
all_cnn_sequence_dnase_h3k4me3_rrbs_heldout_hl60_kernel_7,cnn(7|3),all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase_h3k4me3_rrbs,42,7,"[12472, 23, 8]","[2201, 23, 8]","[2076, 23, 8]",-0.2487065201334004
all_transformer_sequence_dnase_h3k4me3_rrbs_heldout_hct116,transformer,all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase_h3k4me3_rrbs,42,3,"[10633, 23, 8]","[1877, 23, 8]","[4239, 23, 8]",0.1530988214990803
all_transformer_sequence_dnase_h3k4me3_rrbs_heldout_hek293t,transformer,all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase_h3k4me3_rrbs,42,3,"[12253, 23, 8]","[2163, 23, 8]","[2333, 23, 8]",-0.4769729374382239
all_transformer_sequence_dnase_h3k4me3_rrbs_heldout_hela,transformer,all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase_h3k4me3_rrbs,42,3,"[7350, 23, 8]","[1298, 23, 8]","[8101, 23, 8]",0.0812826166178163
all_transformer_sequence_dnase_h3k4me3_rrbs_heldout_hl60,transformer,all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase_h3k4me3_rrbs,42,3,"[12472, 23, 8]","[2201, 23, 8]","[2076, 23, 8]",-0.1046661495582066
all_linear_all_heldout_hct116,linear,all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",all,42,3,"[10633, 184]","[1877, 184]","[4239, 184]",-6.163101814048961e+19
all_linear_all_heldout_hek293t,linear,all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",all,42,3,"[12253, 184]","[2163, 184]","[2333, 184]",-0.4451489713624095
all_linear_all_heldout_hela,linear,all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",all,42,3,"[7350, 184]","[1298, 184]","[8101, 184]",0.0886582397230241
all_linear_all_heldout_hl60,linear,all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",all,42,3,"[12472, 184]","[2201, 184]","[2076, 184]",0.0251937669375954
all_xgboost_all_heldout_hct116,xgboost,all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",all,42,3,"[10633, 184]","[1877, 184]","[4239, 184]",0.2106474410230504
